RECALL_NUMBER,StartDate,EndDate,Incident_NumItems,Incident_UniqueProducts,Incident_BrandsInvolved,BrandList,Incident_Pathogen,Incident_Severity,Incident_DurationDays
10695,2016-06-20 16:45:00,2016-06-20 16:45:00,1,1,1,nffc (national frozen foods corporation),microbiological (pathogenic) listeria,Class I,0
10665,2016-06-17 17:33:00,2016-06-17 17:33:00,1,1,1,egg rolls du lac,microbiological (pathogenic) listeria,Class I,0
10696,2016-06-15 21:16:00,2016-06-15 21:16:00,1,1,1,atkins & frères,microbiological (pathogenic) listeria,Class I,0
10692,2016-06-15 17:00:00,2016-06-15 17:00:00,20,11,1,muscle mlk,microbiological (undetermined),Class III,0
10675,2016-06-14 15:32:00,2016-06-14 15:32:00,1,1,1,crown,microbiological (pathogenic) salmonella,Class II,0
10681,2016-06-09 12:31:00,2016-06-09 12:31:00,3,3,1,uncle buck's,microbiological (pathogenic) listeria,Class I,0
10680,2016-06-09 12:31:00,2016-06-09 12:31:00,3,3,1,uncle buck's,microbiological (pathogenic) listeria,Class I,0
10679,2016-06-09 12:31:00,2016-06-09 12:31:00,3,3,1,uncle buck's,microbiological (pathogenic) listeria,Class I,0
10678,2016-06-09 12:31:00,2016-06-09 12:31:00,1,1,1,cabela's classic candies,microbiological (pathogenic) listeria,Class I,0
10677,2016-06-09 12:31:00,2016-06-09 12:31:00,3,3,1,uncle buck's,microbiological (pathogenic) listeria,Class I,0
10705,2016-06-07 18:08:00,2016-06-07 18:08:00,1,1,1,bassé,microbiological (pathogenic) listeria,Class I,0
10668,2016-06-07 18:08:00,2016-06-07 18:08:00,2,2,1,bounce,microbiological (pathogenic) listeria,Class I,0
10660,2016-06-05 11:21:00,2016-06-05 11:21:00,6,1,1,neilson,microbiological (pathogenic) listeria,Class I,0
10682,2016-06-05 10:17:00,2016-06-05 10:17:00,3,3,2,"atkins, atkins day break",microbiological (pathogenic) listeria,Class I,0
10659,2016-06-03 23:09:00,2016-06-03 23:09:00,1,1,1,neilson,microbiological (pathogenic) listeria,Class I,0
10650,2016-06-03 15:30:00,2016-06-03 15:30:00,1,1,1,gold seal,microbiological (other),Class II,0
10666,2016-06-03 15:15:00,2016-06-03 15:15:00,2,2,1,kashi,microbiological (pathogenic) listeria,Class I,0
10662,2016-06-02 18:26:00,2016-06-02 18:26:00,9,8,3,"bassé, bassé alive, president's choice/le choix du président",microbiological (pathogenic) listeria,Class I,0
10648,2016-06-02 16:32:00,2016-06-02 16:32:00,2,1,1,clif«  bar,microbiological (pathogenic) listeria,Class I,0
10646,2016-06-02 11:00:00,2016-06-02 11:00:00,4,4,2,"quaker harvest / quaker nature, spitz",microbiological (pathogenic) listeria,Class I,0
10628,2016-05-24 14:00:00,2016-05-24 14:00:00,1,1,1,dr. praeger's,microbiological (pathogenic) listeria,Class I,0
10626,2016-05-20 15:50:00,2016-05-20 15:50:00,1,1,1,trader joe's,microbiological (pathogenic) listeria,Class I,0
10615,2016-05-19 10:30:00,2016-05-19 10:30:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10621,2016-05-19 09:30:00,2016-05-19 09:30:00,1,1,1,none / aucune,microbiological (pathogenic) e.coli o157:h7,Class I,0
10619,2016-05-18 18:30:00,2016-05-18 18:30:00,3,2,1,new moon tea co.,microbiological (pathogenic) salmonella,Class II,0
10610,2016-05-16 16:58:00,2016-05-16 16:58:00,2,2,1,quaker harvest / quaker nature,microbiological (pathogenic) listeria,Class I,0
10606,2016-05-13 18:21:00,2016-05-13 18:21:00,2,1,1,organic matters,microbiological (pathogenic) salmonella,Class II,0
10602,2016-05-12 17:31:00,2016-05-12 17:31:00,1,1,1,indican,microbiological (pathogenic) listeria,Class I,0
10604,2016-05-12 17:15:00,2016-05-12 17:15:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10612,2016-05-12 15:26:00,2016-05-12 15:26:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10605,2016-05-12 15:26:00,2016-05-12 15:26:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10601,2016-05-11 16:52:00,2016-05-11 16:52:00,1,1,1,uncle buck's,microbiological (pathogenic) listeria,Class I,0
10599,2016-05-11 15:20:00,2016-05-11 15:20:00,1,1,1,stahlbush island farm,microbiological (pathogenic) listeria,Class I,0
10597,2016-05-10 17:30:00,2016-05-10 17:30:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10596,2016-05-10 16:58:00,2016-05-10 16:58:00,4,3,1,all asia fresh,microbiological (pathogenic) listeria,Class I,0
10589,2016-05-09 14:50:00,2016-05-09 14:50:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10587,2016-05-09 14:45:00,2016-05-09 14:45:00,1,1,1,ajinomoto,microbiological (pathogenic) listeria,Class I,0
10583,2016-05-06 21:04:00,2016-05-06 21:04:00,10,8,6,"co-op, co-op gold, harmonie, iga, none / sans marque, western family",microbiological (pathogenic) listeria,Class I,0
10594,2016-05-06 19:24:00,2016-05-06 19:24:00,2,2,1,alasko,microbiological (pathogenic) listeria,Class I,0
10582,2016-05-06 18:51:00,2016-05-06 18:51:00,1,1,1,stahlbush island farms,microbiological (pathogenic) listeria,Class I,0
10584,2016-05-06 15:02:00,2016-05-06 15:02:00,1,1,1,cookin' greens organic,microbiological (pathogenic) listeria,Class I,0
10577,2016-05-06 13:24:00,2016-05-06 13:24:00,2,2,1,webbersfood,microbiological (pathogenic) clostridium botulinum,Class I,0
10572,2016-05-03 09:45:00,2016-05-03 09:45:00,4,3,1,organic by nature,microbiological (pathogenic) listeria,Class I,0
10556,2016-04-23 11:07:00,2016-04-23 11:07:00,1,1,1,organic by nature,microbiological (pathogenic) listeria,Class I,0
10530,2016-04-21 15:21:00,2016-04-21 15:21:00,1,1,1,none / aucune,microbiological (pathogenic) clostridium botulinum,Class I,0
10532,2016-04-15 07:48:00,2016-04-15 07:48:00,1,1,1,nature's touch,microbiological (other),Class I,0
10527,2016-04-13 15:01:00,2016-04-13 15:01:00,1,1,1,hardywares,microbiological (pathogenic) clostridium botulinum,Class I,0
10526,2016-04-12 10:00:00,2016-04-12 10:00:00,2,2,2,"classic sysco, reser's fine foods",microbiological (pathogenic) listeria,Class I,0
10517,2016-04-06 21:49:00,2016-04-06 21:49:00,1,1,1,vegajardin,microbiological (pathogenic) listeria,Class I,0
10520,2016-04-06 20:25:00,2016-04-06 20:25:00,1,1,1,fjord laks,microbiological (pathogenic) listeria,Class I,0
10514,2016-04-06 16:50:00,2016-04-06 16:50:00,2,2,2,"signature mushrooms, signature mushrooms ltd",microbiological (pathogenic) listeria,Class I,0
10439,2016-03-31 16:30:00,2016-03-31 16:30:00,2,2,1,clic,microbiological (other),Class III,0
10501,2016-03-30 16:00:00,2016-03-30 16:00:00,1,1,1,roo'bar,microbiological (quality) molds,Class III,0
10484,2016-03-24 23:53:00,2016-03-24 23:53:00,5,3,2,"alpha meat packers ltd./ salaison alpha ltee, alpha meat packers ltd./salaison alpha ltee",microbiological (pathogenic) e.coli o157:h7,Class I,0
10495,2016-03-24 19:00:00,2016-03-24 19:00:00,2,2,1,fraser valley meats,microbiological (pathogenic) e.coli,Class I,0
10456,2016-03-10 09:30:00,2016-03-10 09:30:00,1,1,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10455,2016-03-10 09:30:00,2016-03-10 09:30:00,1,1,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10460,2016-03-10 09:30:00,2016-03-10 09:30:00,1,1,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10454,2016-03-10 09:30:00,2016-03-10 09:30:00,1,1,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10458,2016-03-10 09:30:00,2016-03-10 09:30:00,2,2,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10457,2016-03-10 09:30:00,2016-03-10 09:30:00,3,3,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10462,2016-03-10 09:30:00,2016-03-10 09:30:00,2,2,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10459,2016-03-10 09:30:00,2016-03-10 09:30:00,1,1,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10461,2016-03-10 09:30:00,2016-03-10 09:30:00,2,2,1,wonderful,microbiological (pathogenic) salmonella,Class I,0
10464,2016-03-10 09:30:00,2016-03-10 09:30:00,3,3,1,trader joe's,microbiological (pathogenic) salmonella,Class I,0
10353,2016-02-23 17:30:00,2016-02-23 17:30:00,4,2,1,ka xing,"extraneous material (non-harmful) insect, microbiological (quality) molds",Class III,0
10399,2016-02-19 16:00:00,2016-02-19 16:00:00,15,12,1,losos,microbiological (other),Class III,0
10409,2016-02-18 15:35:00,2016-02-18 15:35:00,2,1,2,"del monte, sysco imperial fresh",microbiological (pathogenic) salmonella,Class II,0
10421,2016-02-18 14:50:00,2016-02-18 14:50:00,13,13,1,dashing dishes,microbiological (pathogenic) e.coli o157:h7,Class I,0
10419,2016-02-16 15:48:00,2016-02-16 15:48:00,2,2,1,hillview meat processor,microbiological (pathogenic) e.coli o157:h7,Class I,0
10383,2016-02-08 15:55:00,2016-02-08 15:55:00,3,2,1,organic traditions,microbiological (pathogenic) salmonella,Class II,0
10381,2016-02-05 14:25:00,2016-02-05 14:25:00,10,10,1,n/a / s.o.,microbiological (pathogenic) e.coli o157:h7,Class III,0
10361,2016-01-30 17:27:00,2016-01-30 17:27:00,2,2,1,fjord laks,microbiological (pathogenic) listeria,Class I,0
10349,2016-01-22 15:30:00,2016-01-22 15:30:00,57,49,2,"dole, pc organics",microbiological (pathogenic) listeria,Class I,0
10278,2015-12-30 14:06:00,2015-12-30 14:06:00,1,1,1,milano,microbiological (quality) molds,Class III,0
10211,2015-12-19 18:56:00,2015-12-19 18:56:00,5,5,1,bothwell,microbiological (pathogenic) listeria,Class I,0
10210,2015-12-14 10:45:00,2015-12-14 10:45:00,5,5,2,"president's choice / le choix du président, sienna",microbiological (quality) molds,Class III,0
10239,2015-12-14 10:45:00,2015-12-14 10:45:00,1,1,1,president's choice / le choix du président,microbiological (quality) molds,Class III,0
10221,2015-12-09 15:15:00,2015-12-09 15:15:00,6,4,3,"collection karo, karo frais / fresh, menu",microbiological (other),Class III,0
10180,2015-12-09 07:23:00,2015-12-09 07:23:00,1,1,1,salba,microbiological (pathogenic) salmonella,Class II,0
10243,2015-12-03 12:55:00,2015-12-03 12:55:00,8,4,1,jem raw organic,microbiological (pathogenic) salmonella,Class I,0
10228,2015-12-03 12:55:00,2015-12-03 12:55:00,12,4,1,jem raw organic,microbiological (pathogenic) salmonella,Class I,0
10244,2015-12-03 12:55:00,2015-12-03 12:55:00,12,4,1,jem raw organic,microbiological (pathogenic) salmonella,Class I,0
10195,2015-11-27 15:30:00,2015-11-27 15:30:00,1,1,1,roch,microbiological (other),Class III,0
10192,2015-11-26 19:49:00,2015-11-26 19:49:00,24,17,2,"inverloch cheese co., isle of kintyre",microbiological (pathogenic) listeria,Class I,0
10179,2015-11-20 21:40:00,2015-11-20 21:40:00,2,2,1,isle of kintyre,microbiological (pathogenic) listeria,Class I,0
10147,2015-11-17 13:40:00,2015-11-17 13:40:00,9,8,1,wholesome harvest baking,microbiological (quality) molds,Class III,0
10173,2015-11-17 13:40:00,2015-11-17 13:40:00,15,13,3,"adm milling, five roses, toppers",microbiological (quality) molds,Class III,0
10168,2015-11-16 18:35:00,2015-11-16 18:35:00,2,2,2,"back 2 the garden, now real food / now aliments vrais",microbiological (pathogenic) salmonella,Class II,0
10169,2015-11-13 16:05:00,2015-11-13 16:05:00,1,1,1,conte's,microbiological (pathogenic) salmonella,Class III,0
10166,2015-11-13 16:05:00,2015-11-13 16:05:00,2,1,1,irresistibles,microbiological (pathogenic) salmonella,Class III,0
10156,2015-11-05 12:55:00,2015-11-05 12:55:00,1,1,1,kirkland signature,microbiological (undetermined),Class II,0
10160,2015-11-04 16:45:00,2015-11-04 16:45:00,2,2,2,"back 2 the garden, now real food / now aliments vrais",microbiological (pathogenic) salmonella,Class II,0
10154,2015-11-03 15:36:00,2015-11-03 15:36:00,1,1,1,back 2 the garden,microbiological (pathogenic) salmonella,Class II,0
10130,2015-10-30 10:51:00,2015-10-30 10:51:00,1,1,1,stonewall kitchen,microbiological (other),Class III,0
10117,2015-10-28 09:38:00,2015-10-28 09:38:00,2,2,1,campbell's,microbiological (other),Class III,0
10140,2015-10-26 17:52:00,2015-10-26 17:52:00,1,1,1,les produits bio-sphère,microbiological (pathogenic) salmonella,Class II,0
10104,2015-10-22 15:16:00,2015-10-22 15:16:00,1,1,1,imane,microbiological (undetermined),Class III,0
10132,2015-10-21 14:25:00,2015-10-21 14:25:00,2,1,1,gaston vachon,microbiological (pathogenic) clostridium botulinum,Class I,0
10131,2015-10-21 14:10:00,2015-10-21 14:10:00,2,2,1,gogo squeez,microbiological (quality) molds,Class III,0
10123,2015-10-20 20:35:00,2015-10-20 20:35:00,4,4,2,"canada herb, unknown",microbiological (pathogenic) salmonella,Class II,0
10107,2015-10-20 18:21:00,2015-10-20 18:21:00,1,1,1,saigon soul food,microbiological (pathogenic) clostridium botulinum,Class I,0
10112,2015-10-17 13:55:00,2015-10-17 13:55:00,1,1,1,alpine fresh,microbiological (cyclospora),Class I,0
10100,2015-10-16 20:37:00,2015-10-16 20:37:00,2,2,2,"queijo sço jorge, st. jorge",microbiological (pathogenic) staphylococcus aureus,Class II,0
10102,2015-10-15 14:25:00,2015-10-15 14:25:00,2,2,2,"something special, western family",microbiological (quality) molds,Class III,0
10097,2015-10-13 20:09:00,2015-10-13 20:09:00,2,1,1,freshkis,"microbiological (pathogenic) salmonella, microbiological (quality) generic e.coli",Class II,0
10089,2015-10-07 21:40:00,2015-10-07 21:40:00,1,1,1,canada herb,microbiological (pathogenic) salmonella,Class II,0
10071,2015-09-30 17:33:00,2015-09-30 17:33:00,1,1,1,summer fresh,microbiological (pathogenic) listeria,Class I,0
10074,2015-09-30 14:55:00,2015-09-30 14:55:00,1,1,1,cape north mussels ltd.,microbiological (quality) generic e.coli,Class III,0
10078,2015-09-29 14:15:00,2015-09-29 14:15:00,4,1,1,future seafoods,microbiological (quality) generic e.coli,Class II,0
10053,2015-09-29 12:51:00,2015-09-29 12:51:00,11,11,1,newman's own,microbiological (quality) yeasts,Class III,0
10066,2015-09-28 18:06:00,2015-09-28 18:06:00,1,1,1,freshkis,microbiological (pathogenic) salmonella,Class II,0
10057,2015-09-24 11:00:00,2015-09-24 11:00:00,1,1,1,mallet,microbiological (pathogenic) salmonella,Class II,0
10050,2015-09-18 15:50:00,2015-09-18 15:50:00,1,1,1,safeway,microbiological (pathogenic) listeria,Class I,0
10049,2015-09-17 17:00:00,2015-09-17 17:00:00,9,9,2,"gopi, yanni",microbiological (pathogenic) listeria,Class I,0
10042,2015-09-14 20:40:00,2015-09-14 20:40:00,2,1,1,future seafoods,microbiological (pathogenic) salmonella,Class II,0
10045,2015-09-09 17:05:00,2015-09-09 17:05:00,1,1,1,limited edition,microbiological (pathogenic) salmonella,Class II,0
10039,2015-09-09 17:05:00,2015-09-09 17:05:00,2,2,2,"fat boy, packer",microbiological (pathogenic) salmonella,Class II,0
10033,2015-09-09 17:05:00,2015-09-09 17:05:00,2,1,2,"fat boy, limited edition",microbiological (pathogenic) salmonella,Class II,0
10046,2015-09-09 17:05:00,2015-09-09 17:05:00,1,1,1,fat boy,microbiological (pathogenic) salmonella,Class II,0
10035,2015-09-09 16:55:00,2015-09-09 16:55:00,1,1,1,limited edition,microbiological (pathogenic) salmonella,Class II,0
10036,2015-09-08 18:24:00,2015-09-08 18:24:00,1,1,1,limited edition,microbiological (pathogenic) salmonella,Class II,0
10034,2015-09-06 12:24:00,2015-09-06 12:24:00,1,1,1,limited edition,microbiological (pathogenic) salmonella,Class II,0
10011,2015-08-28 19:32:00,2015-08-28 19:32:00,1,1,1,heinz,microbiological (quality) molds,Class III,0
10021,2015-08-28 15:30:00,2015-08-28 15:30:00,1,1,1,amsterdam brewery,microbiological (quality) yeasts,Class III,0
9981,2015-08-27 11:15:00,2015-08-27 11:15:00,1,1,1,amsterdam brewery,microbiological (quality) yeasts,Class III,0
10005,2015-08-21 16:15:00,2015-08-21 16:15:00,1,1,1,island farms,microbiological (quality) coliform,Class III,0
9648,2015-08-19 14:15:00,2015-08-19 14:15:00,3,3,1,lebon,"microbiological (quality) acc, microbiological (quality) molds",Class III,0
9996,2015-08-18 19:11:00,2015-08-18 19:11:00,28,14,1,fanny bay oysters,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9997,2015-08-18 19:11:00,2015-08-18 19:11:00,10,2,3,"large kusshi, oyster, kusshi, stellar bay gold",microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9998,2015-08-18 19:11:00,2015-08-18 19:11:00,27,1,14,"gold reid x smalls, joe's gold reid x smalls, joes gold reid x smalls, joyce point beach, joyce point tray, none, reid mini gems, reid x smalls, sawmill bay dd's, sawmill bay gems, sawmill bay large dd's, sawmill bay smalls, sawmill bay x smalls, sawmill bay xsmall",microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9994,2015-08-18 19:11:00,2015-08-18 19:11:00,2,2,2,"gorge harbour oysters, little wing oysters",microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9995,2015-08-18 19:11:00,2015-08-18 19:11:00,8,1,5,"gem tray, x-small tray, kwakwala, large, medium, various",microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9999,2015-08-18 19:11:00,2015-08-18 19:11:00,11,6,1,evening cove oysters processing ltd.,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
10002,2015-08-18 19:11:00,2015-08-18 19:11:00,3,3,1,mac's oysters ltd.,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
10006,2015-08-18 19:11:00,2015-08-18 19:11:00,2,2,1,none,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
10007,2015-08-18 19:11:00,2015-08-18 19:11:00,7,4,4,"oysters n/shell beach small, oysters n/shell chef creek x-small, oysters n/shell little wing, oysters n/shell shakespeare crk",microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
10001,2015-08-18 19:11:00,2015-08-18 19:11:00,3,1,1,paradise cove,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
10000,2015-08-18 19:01:00,2015-08-18 19:01:00,27,12,1,salish sea foods lp,microbiological (pathogenic) vibrio parahaemolyticus,Class III,0
9988,2015-08-15 18:00:00,2015-08-15 18:00:00,4,4,1,safeway,microbiological (pathogenic) staphylococcus aureus,Class II,0
9987,2015-08-15 18:00:00,2015-08-15 18:00:00,1,1,1,pinty's (food service),microbiological (pathogenic) staphylococcus aureus,Class II,0
9985,2015-08-13 12:26:00,2015-08-13 12:26:00,2,1,1,motts fruitsations fruit rockets,microbiological (quality) molds,Class III,0
9978,2015-08-07 18:43:00,2015-08-07 18:43:00,2,1,1,motts fruitsations fruit rockets,microbiological (quality) molds,Class III,0
9950,2015-08-07 18:43:00,2015-08-07 18:43:00,4,3,1,heinz,microbiological (quality) molds,Class III,0
9966,2015-08-05 09:25:00,2015-08-05 09:25:00,2,2,1,lärabar,microbiological (quality) molds,Class III,0
9955,2015-07-19 14:49:00,2015-07-19 14:49:00,8,8,1,the healthy butcher,microbiological (pathogenic) clostridium botulinum,Class I,0
9954,2015-07-18 23:56:00,2015-07-18 23:56:00,2,2,1,the healthy butcher,microbiological (pathogenic) clostridium botulinum,Class I,0
9962,2015-07-17 11:51:00,2015-07-17 11:51:00,1,1,1,barber foods,microbiological (pathogenic) salmonella,Class I,0
9931,2015-07-16 10:30:00,2015-07-16 10:30:00,5,5,1,salish sea foods lp,microbiological (pathogenic) vibrio parahaemolyticus,Class II,0
9961,2015-07-14 18:46:00,2015-07-14 18:46:00,1,1,1,barber foods,microbiological (pathogenic) salmonella,Class I,0
9958,2015-07-13 07:45:00,2015-07-13 07:45:00,11,9,2,"barber foods, no name / sans nom",microbiological (pathogenic) salmonella,Class I,0
9945,2015-07-13 07:45:00,2015-07-13 07:45:00,2,2,1,barber foods,microbiological (pathogenic) salmonella,Class I,0
9939,2015-07-10 16:45:00,2015-07-10 16:45:00,10,9,4,"gloria's, none, oven pride kitchen, quality fast foods",microbiological (pathogenic) listeria,Class I,0
9922,2015-07-04 17:19:00,2015-07-04 17:19:00,6,6,5,"gloria's, hygaard, none, oven pride kitchen, quality fast foods",microbiological (pathogenic) listeria,Class I,0
9919,2015-07-03 17:00:00,2015-07-03 17:00:00,6,6,1,fanny bay oysters,microbiological (pathogenic) vibrio parahaemolyticus,Class II,0
9926,2015-07-03 16:38:00,2015-07-03 16:38:00,1,1,1,grimm's fine foods,microbiological (pathogenic) listeria,Class I,0
9916,2015-06-30 22:09:00,2015-06-30 22:09:00,3,3,2,"compliments, no name",microbiological (pathogenic) salmonella,Class I,0
9913,2015-06-29 17:46:00,2015-06-29 17:46:00,1,1,1,none / aucune,microbiological (pathogenic) listeria,Class I,0
9904,2015-06-24 16:07:00,2015-06-24 16:07:00,1,1,1,winkler's,microbiological (pathogenic) listeria,Class I,0
9899,2015-06-23 16:00:00,2015-06-23 16:00:00,2,2,1,la cigogne,"chemical (toxin), microbiological (pathogenic) staphylococcus aureus",Class II,0
9894,2015-06-22 16:10:00,2015-06-22 16:10:00,1,1,1,gay lea,microbiological (quality) acc,Class III,0
9895,2015-06-16 20:39:00,2015-06-16 20:39:00,3,1,1,papillon,microbiological (pathogenic) staphylococcus aureus,Class II,0
9890,2015-06-16 09:40:00,2015-06-16 09:40:00,3,2,2,"champ's mushrooms, president's choice / le choix du président",microbiological (pathogenic) listeria,Class I,0
9888,2015-06-12 20:00:00,2015-06-12 20:00:00,1,1,1,product processes by pacific northwest shellfish,microbiological (pathogenic) vibrio parahaemolyticus,Class II,0
9872,2015-06-07 20:25:00,2015-06-07 20:25:00,1,1,1,champ's mushrooms,microbiological (pathogenic) listeria,Class I,0
9856,2015-05-29 15:40:00,2015-05-29 15:40:00,1,1,1,bay enterprises ltd.,microbiological (quality) generic e.coli,Class II,0
9863,2015-05-28 14:40:00,2015-05-28 14:40:00,15,12,1,president's choice / le choix du président,microbiological (pathogenic) staphylococcus aureus,Class II,0
9849,2015-05-25 16:50:00,2015-05-25 16:50:00,1,1,1,president's choice / le choix du président,microbiological (pathogenic) staphylococcus aureus,Class II,0
9837,2015-05-19 15:15:00,2015-05-19 15:15:00,8,1,1,charles arnaud,microbiological (pathogenic) staphylococcus aureus,Class II,0
9838,2015-05-19 15:00:00,2015-05-19 15:00:00,17,16,1,vasco da gama,microbiological (other),Class II,0
9830,2015-05-13 19:41:00,2015-05-13 19:41:00,1,1,1,the soup boy,microbiological (pathogenic) clostridium botulinum,Class I,0
9828,2015-05-11 22:28:00,2015-05-11 22:28:00,10,10,1,killarney market,microbiological (pathogenic) e.coli o157:h7,Class I,0
9825,2015-05-09 10:24:00,2015-05-09 10:24:00,5,5,1,killarney market,microbiological (pathogenic) e.coli o157:h7,Class I,0
9797,2015-05-07 10:27:00,2015-05-07 10:27:00,2,1,2,"primo, unico",microbiological (other),Class II,0
9799,2015-05-07 10:26:00,2015-05-07 10:26:00,1,1,1,unknown,microbiological (pathogenic) staphylococcus aureus,Class II,0
9810,2015-04-29 20:01:00,2015-04-29 20:01:00,11,6,3,"shoppers drug mart / pharmaprix, subway, sun rich",microbiological (pathogenic) listeria,Class I,0
9785,2015-04-24 21:00:00,2015-04-24 21:00:00,1,1,1,heinz,microbiological (other),Class II,0
9778,2015-04-16 16:34:00,2015-04-16 16:34:00,1,1,1,market town,microbiological (undetermined),Class III,0
9787,2015-04-16 15:50:00,2015-04-16 15:50:00,2,1,1,earth's choice,microbiological (quality) molds,Class III,0
9741,2015-04-14 17:45:00,2015-04-14 17:45:00,1,1,1,heinz,microbiological (other),Class II,0
9773,2015-04-10 17:10:00,2015-04-10 17:10:00,7,4,3,"cibona, menu, tousain",microbiological (other),Class III,0
9765,2015-04-02 22:59:00,2015-04-02 22:59:00,8,8,1,none / aucune,microbiological (pathogenic) listeria,Class I,0
9764,2015-04-02 22:59:00,2015-04-02 22:59:00,2,1,1,kirkland signature,microbiological (pathogenic) listeria,Class I,0
9766,2015-04-01 20:40:00,2015-04-01 20:40:00,3,3,1,lilydale,microbiological (pathogenic) listeria,Class I,0
9756,2015-03-27 17:00:00,2015-03-27 17:00:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
9748,2015-03-26 17:15:00,2015-03-26 17:15:00,1,1,1,n/a / s.o.,microbiological (pathogenic) listeria,Class I,0
9752,2015-03-25 15:40:00,2015-03-25 15:40:00,1,1,1,none / aucune,microbiological (pathogenic) salmonella,Class II,0
9747,2015-03-25 15:36:00,2015-03-25 15:36:00,1,1,1,lilydale,microbiological (pathogenic) listeria,Class I,0
9739,2015-03-25 10:00:00,2015-03-25 10:00:00,3,3,2,"frontier, simply organic",microbiological (pathogenic) salmonella,Class II,0
9749,2015-03-24 11:57:00,2015-03-24 11:57:00,1,1,1,aurora,microbiological (pathogenic) salmonella,Class II,0
9744,2015-03-23 14:00:00,2015-03-23 14:00:00,1,1,1,amy's,microbiological (pathogenic) listeria,Class I,0
9742,2015-03-23 14:00:00,2015-03-23 14:00:00,1,1,1,amy's,microbiological (pathogenic) listeria,Class I,0
9731,2015-03-19 09:45:00,2015-03-19 09:45:00,1,1,1,accommodation bio,microbiological (pathogenic) salmonella,Class II,0
9732,2015-03-19 09:45:00,2015-03-19 09:45:00,1,1,1,frontier,microbiological (pathogenic) salmonella,Class II,0
9717,2015-03-17 17:15:00,2015-03-17 17:15:00,5,5,1,trader joe's,microbiological (pathogenic) salmonella,Class II,0
9727,2015-03-17 07:42:00,2015-03-17 07:42:00,7,7,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9729,2015-03-17 07:42:00,2015-03-17 07:42:00,11,11,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9726,2015-03-17 07:42:00,2015-03-17 07:42:00,9,9,2,"frontier, simply organic",microbiological (pathogenic) salmonella,Class II,0
9725,2015-03-17 07:42:00,2015-03-17 07:42:00,4,4,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9724,2015-03-17 07:42:00,2015-03-17 07:42:00,3,3,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9728,2015-03-17 07:42:00,2015-03-17 07:42:00,8,8,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9730,2015-03-17 07:42:00,2015-03-17 07:42:00,8,8,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9734,2015-03-17 07:42:00,2015-03-17 07:42:00,6,6,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9735,2015-03-17 07:42:00,2015-03-17 07:42:00,8,8,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9736,2015-03-17 07:42:00,2015-03-17 07:42:00,7,7,2,"frontier, simply organic",microbiological (pathogenic) salmonella,Class II,0
9737,2015-03-17 07:42:00,2015-03-17 07:42:00,4,4,1,simply organic,microbiological (pathogenic) salmonella,Class II,0
9738,2015-03-17 07:42:00,2015-03-17 07:42:00,6,6,2,"frontier, simply organic",microbiological (pathogenic) salmonella,Class II,0
9707,2015-03-12 17:57:00,2015-03-12 17:57:00,1,1,1,monticello,microbiological (pathogenic) listeria,Class I,0
9676,2015-03-11 13:57:00,2015-03-11 13:57:00,1,1,1,subway,microbiological (quality) yeasts,Class III,0
9679,2015-03-10 16:48:00,2015-03-10 16:48:00,6,2,1,elite salads,microbiological (pathogenic) clostridium botulinum,Class I,0
9692,2015-03-06 22:00:00,2015-03-06 22:00:00,1,1,1,juici patties,microbiological (pathogenic) e.coli o157:h7,Class I,0
