BrandName,TotalRecalls,UniqueProducts,UniquePathogens,YearsActive,DominantPathogen,DominantClass,DominantSeason,FirstRecall,LastRecall,AvgDaysBetweenRecalls,ClassI,ClassII,ClassIII,UnknownClass,ClassI_Pct,ClassII_Pct,ClassIII_Pct,UnknownClass_Pct
Filicetti,2,2,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2019-10-16,2019-11-05,9.5,1,1,0,0,50.0,50.0,0.0,0.0
Fiesta,2,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-13,2014-03-17,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Ferme Vifranc,2,1,1,1,microbiological (quality) molds,Class III,Winter,2012-12-21,2012-12-21,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Fast Fresh Fabulous,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-15,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Farquhar'S Orchards Fine Foods,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2014-06-19,2014-06-19,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Choix Du Président / President'S Choice,2,2,1,1,microbiological (other),Class I,Summer,2021-07-30,2021-07-30,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Cilento,2,2,2,2,microbiological (pathogenic) e.coli,Class I,Fall,2012-11-07,2019-11-28,1288.5,1,1,0,0,50.0,50.0,0.0,0.0
Clif«  Bar,2,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-02,2016-06-02,0.0,2,0,0,0,100.0,0.0,0.0,0.0
I Butcher Inc.,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Delectable,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-29,2012-09-29,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Kitchen Essentials / « Essentials De La Cuisine »,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-11-17,2023-11-17,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Jv,2,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2016-09-08,2016-09-08,0.0,0,2,0,0,0.0,100.0,0.0,0.0
A Bis Gourmet,2,2,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-01,2019-10-01,0.0,2,0,0,0,100.0,0.0,0.0,0.0
La Bella Contadina,2,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2021-07-13,2021-07-17,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Amir Quality Meats,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Alburj,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-09,2021-11-11,0.5,0,2,0,0,0.0,100.0,0.0,0.0
Iqbal Halal Foods,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2018-01-26,2018-01-26,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Al Nakhil,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2013-07-29,2013-08-16,8.5,0,2,0,0,0.0,100.0,0.0,0.0
Al Koura,2,1,1,2,microbiological (pathogenic) salmonella,Class II,Summer,2013-08-16,2014-06-26,156.5,0,2,0,0,0.0,100.0,0.0,0.0
Kolapore Springs,2,2,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Spring,2021-03-26,2021-03-26,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Arrezzio,2,1,1,1,microbiological (pathogenic) e.coli,Class II,Spring,2017-04-14,2017-04-14,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Johnsonville,2,2,1,1,microbiological (quality) molds,Class III,Spring,2021-05-20,2021-05-20,0.0,0,0,2,0,0.0,0.0,100.0,0.0
L'Etoile Acadienne Star,2,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-02,2019-10-02,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Abbott Twocal Hn,2,2,1,1,microbiological (other),Class I,Fall,2018-09-22,2018-09-22,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Artisan Tradition,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-07,2012-08-07,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Katilo,2,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2019-10-08,2019-10-08,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Joyce Point Beach,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Kirkland,2,2,2,2,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-26,2013-08-20,164.0,1,0,1,0,50.0,0.0,50.0,0.0
Intuitive Path Superfoods,2,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2014-06-03,2014-06-03,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Agropur Import Collection,2,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2017-10-18,2017-11-12,12.5,2,0,0,0,100.0,0.0,0.0,0.0
Amaranth Whole Foods Market,2,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2012-09-27,2012-09-27,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Kwakwala,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Joyce Point Tray,2,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2015-08-18,2015-08-18,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Acadian Gold Oysters,2,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2018-10-04,2018-10-04,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Alwatania,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-10-30,2020-10-30,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Juan Meat Market Ltd.,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Irresistibles Life Smart / Irresistibles Mieux-Être,2,2,1,1,microbiological (other),Class III,Summer,2014-08-29,2014-08-29,0.0,0,0,2,0,0.0,0.0,100.0,0.0
Ajinomoto,2,2,2,1,microbiological (other),Class I,Spring,2016-05-09,2016-12-16,110.0,1,1,0,0,50.0,50.0,0.0,0.0
Kawartha Meats Inc.,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Jtk Farms,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Amy'S,2,2,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-23,2015-03-23,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Jane'S Pub Style,2,2,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2017-10-17,2017-10-17,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Algota (Arabic Characters Only / En Caractères Arabes Uniquement),2,2,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-19,2021-11-19,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Janet'S Jerky,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-10,2012-10-10,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Jian Hing Food Mart,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-15,2019-10-15,0.0,2,0,0,0,100.0,0.0,0.0,0.0
K.J.,2,2,1,1,microbiological (other),Class II,Winter,2018-02-07,2018-02-07,0.0,0,2,0,0,0.0,100.0,0.0,0.0
La Cigogne,2,2,1,1,"chemical (toxin), microbiological (pathogenic) staphylococcus aureus",Class II,Summer,2015-06-23,2015-06-23,0.0,0,2,0,0,0.0,100.0,0.0,0.0
La Préférence,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-12,2012-10-12,0.0,2,0,0,0,100.0,0.0,0.0,0.0
La Daria,2,2,1,1,microbiological (quality) generic e.coli,Class II,Fall,2021-11-08,2021-11-08,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Impérial Caviar,2,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Winter,2018-01-27,2018-01-31,1.5,2,0,0,0,100.0,0.0,0.0,0.0
Kashi,2,2,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-03,2016-06-03,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Appleton,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Alpha Meat Packers Ltd./Salaison Alpha Ltee,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2016-03-24,2016-03-24,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Adams Brothers,2,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2018-12-15,2018-12-15,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Kandy,2,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2023-09-29,2023-09-29,0.0,0,2,0,0,0.0,100.0,0.0,0.0
Joe'S Tasty Travels,2,2,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-07,2011-09-07,0.0,2,0,0,0,100.0,0.0,0.0,0.0
Shandaph,1,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2020-10-08,2020-10-08,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Chicago 58,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2018-04-17,2018-04-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sensations Par Compliments / Sensations By Compliments,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2011-10-25,2011-10-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Silver Maple,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2021-09-17,2021-09-17,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sensations By/Par Compliments,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2016-09-17,2016-09-17,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Winkler'S,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2015-06-24,2015-06-24,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Silk,1,1,1,1,microbiological (other),Class III,Fall,2022-11-16,2022-11-16,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Adar,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2020-10-14,2020-10-14,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Similac,1,1,1,1,microbiological (other),Class III,Fall,2022-10-18,2022-10-18,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Cherry Berry,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2011-05-02,2011-05-02,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Clover Leaf Cheese,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-08-09,2013-08-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Witteveen Meats Ltd. Butcher Shop,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-10,2019-10-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Wong Wing,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-10-04,2019-10-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
China Lily,1,1,1,1,"microbiological (quality) acc, microbiological (quality) yeasts",Class III,Fall,2018-09-19,2018-09-19,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Signature Mushrooms Ltd,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-04-06,2016-04-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Signature Mushrooms,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2016-04-06,2016-04-06,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Chining,1,1,1,1,microbiological (other),Class II,Summer,2012-07-11,2012-07-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sierra Madre,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2021-10-21,2021-10-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sentinelle,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2014-07-03,2014-07-03,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Choices'  Own,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2016-06-22,2016-06-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sepco,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-27,2012-09-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Classic,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2012-02-25,2012-02-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Shuck Norris/ Shuck Norris,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Shoppers Drug Mart / Pharmaprix,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-04-29,2015-04-29,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sex On The Bay,1,1,1,1,microbiological (quality) generic e.coli,Class II,Fall,2018-10-04,2018-10-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sex On The Bay / « Sex On The Bay »,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2022-09-27,2022-09-27,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Citadelle,1,1,1,1,microbiological (pathogenic) staphylococcus aureus,Class II,Summer,2014-07-11,2014-07-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Adr Water,1,1,1,1,microbiological (quality) acc,Class III,Winter,2019-12-30,2019-12-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Shirakiku,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Fall,2020-09-24,2020-09-24,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Vechhia Malga,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2014-07-22,2014-07-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Simply Hot,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2023-05-23,2023-05-23,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Wilton Cheese Factory,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2014-02-07,2014-02-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Solbar Q910,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2013-05-24,2013-05-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Algota,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-19,2021-11-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Solbar Q920,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2013-05-24,2013-05-24,0.0,0,1,0,0,0.0,100.0,0.0,0.0
"Cec Entertainment, Inc.",1,1,1,1,microbiological (pathogenic) salmonella,Class II,Winter,2019-01-25,2019-01-25,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sold At / Vendu Dans Les Magasins Buy-Low Foods / Nesters Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-05,2012-10-05,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sold At Buy-Low Foods & Nesters Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-03,2012-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sold At Giant Tiger/ Vendu Dans Les Magasins Tigre Géant,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-30,2012-09-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
"Sold At Jimmy'S A & A Mediterranean Deli, Calgary, Ab",1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-11,2011-04-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
"Sold At Kim'S Mart,  519-523 E Broadway, Vancouver Bc",1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-08,2011-04-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sold At Northern Stores / Vendu Dans Les Magasins Northern,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-30,2012-09-30,0.0,1,0,0,0,100.0,0.0,0.0,0.0
"Sold At Triple A Market, Vancouver Bc",1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2011-04-08,2011-04-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cavalier,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2019-03-19,2019-03-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Catania,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Summer,2012-08-31,2012-08-31,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sold From Presto And Club Entrepot,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-19,2012-09-19,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sold From Real Canadian Superstore & Extra Foods,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-20,2012-10-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Aliments Vegegourmet Foods Inc,1,1,1,1,microbiological (pathogenic) listeria,Class I,Summer,2013-06-18,2013-06-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cataldi Fresh Market (Woodbridge),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Spring,2017-05-10,2017-05-10,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cataldi,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2011-09-08,2011-09-08,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Castel Regio,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2021-05-12,2021-05-12,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Something Special,1,1,1,1,microbiological (quality) molds,Class III,Fall,2015-10-15,2015-10-15,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Soo,1,1,1,1,microbiological (pathogenic) listeria,Class II,Summer,2021-08-30,2021-08-30,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sol Cuisine,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2011-07-14,2011-07-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sobeys/Foodland,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2020-03-11,2020-03-11,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Cedar Phoenicia,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-09,2012-08-09,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Central Fresh Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-11,2019-10-11,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Chef Georges Maître Charcutier,1,1,1,1,microbiological (undetermined),Class III,Winter,2012-02-27,2012-02-27,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Simply Spurerior Cheese Company,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2014-02-27,2014-02-27,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Williams-Sonoma,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Fall,2014-10-24,2014-10-24,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Simply Superior Cheese Co.,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2014-02-25,2014-02-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Charcuterie Ratinaud French Cuisine,1,1,1,1,microbiological (pathogenic) clostridium botulinum,Class I,Summer,2013-06-21,2013-06-21,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Wile'S Lake Farm Market,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2019-10-03,2019-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Club Des Millionnaires,1,1,1,1,microbiological (other),Class III,Summer,2014-08-27,2014-08-27,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Sir Corp,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2013-10-20,2013-10-20,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Central-Epicure,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2013-03-22,2013-03-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Akawi Fromagerie Marie-Kadé,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2011-11-22,2011-11-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sobeys Country Hills,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Centennial Foodservice (Ric'S Grill),1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-09-18,2012-09-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Al Fakher,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2014-06-18,2014-06-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Al Kanater,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2023-06-13,2023-06-13,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Whole Foods,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2012-02-25,2012-02-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Smoked Back Bacon S/C,1,1,1,1,"microbiological (pathogenic) clostridium perfringens, microbiological (pathogenic) staphylococcus aureus",Class III,Summer,2012-08-10,2012-08-10,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Centennial Food Services,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-03-17,2014-03-17,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Sober Island,1,1,1,1,microbiological (quality) generic e.coli,Class II,Summer,2022-08-04,2022-08-04,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Whitecourt Iga,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2015-03-03,2015-03-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Centennial Food Service,1,1,1,1,microbiological (pathogenic) listeria,Class II,Fall,2019-09-30,2019-09-30,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Cloverleaf Farms Food Outlet & Deli,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-28,2017-06-28,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Accommodation Bio,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Spring,2015-03-19,2015-03-19,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Sea World Fisheries Ltd.,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class II,Summer,2017-07-07,2017-07-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Could You Be More Pacific Juicy Pale Ale,1,1,1,1,microbiological (quality) yeasts,Class III,Fall,2018-10-11,2018-10-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Dabrowski'S Smoked Meats,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-18,2019-10-18,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Yuet Heung Yuen,1,1,1,1,microbiological (other),Class III,Winter,2012-12-11,2012-12-11,0.0,0,0,1,0,0.0,0.0,100.0,0.0
D&A Fine Meats Ltd.,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-09,2019-10-09,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Abbott Promote,1,1,1,1,microbiological (other),Class I,Fall,2018-09-22,2018-09-22,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Cuisine Du Viêt-Nam,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-06-01,2012-06-01,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Rogers,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-07,2017-06-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Rognoni Umberto,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2020-10-14,2020-10-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Rojo'S,1,1,1,1,microbiological (pathogenic) listeria,Class I,Winter,2024-02-07,2024-02-07,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Rolands,1,1,1,1,microbiological (other),Class II,Winter,2016-12-28,2016-12-28,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Crystal,1,1,1,1,microbiological (other),Class III,Fall,2012-09-05,2012-09-05,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Roo'Bar,1,1,1,1,microbiological (quality) molds,Class III,Spring,2016-03-30,2016-03-30,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Cru Du Clocher Regulier,1,1,1,1,microbiological (pathogenic) listeria,Class I,Fall,2012-09-13,2012-09-13,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Crown,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2016-06-14,2016-06-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Crisp & Delicious / Croquant & Délicieux,1,1,1,1,microbiological (pathogenic) salmonella,Class I,Winter,2019-01-25,2019-01-25,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Royal Command,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2013-08-30,2013-08-30,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Creekside Market,1,1,1,1,microbiological (pathogenic) listeria,Class I,Spring,2014-04-01,2014-04-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Your Fresh Market,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Winter,2014-12-01,2014-12-01,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Royal Miyagi,1,1,1,1,microbiological (pathogenic) vibrio parahaemolyticus,Class III,Summer,2017-06-01,2017-06-01,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Crac,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Summer,2012-08-07,2012-08-07,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Country Pantry Bulk Foods,1,1,1,1,microbiological (pathogenic) e.coli,Class II,Summer,2017-06-14,2017-06-14,0.0,0,1,0,0,0.0,100.0,0.0,0.0
Rugen Fisch,1,1,1,1,microbiological (other),Class III,Spring,2014-05-22,2014-05-22,0.0,0,0,1,0,0.0,0.0,100.0,0.0
Country Grocer,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2012-10-03,2012-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Ryding-Regency Meat Packers Ltd,1,1,1,1,microbiological (pathogenic) e.coli o157:h7,Class I,Fall,2019-10-03,2019-10-03,0.0,1,0,0,0,100.0,0.0,0.0,0.0
Dad'S Organic Market,1,1,1,1,microbiological (pathogenic) salmonella,Class II,Fall,2021-11-18,2021-11-18,0.0,0,1,0,0,0.0,100.0,0.0,0.0
